1524866400,1524952799,Heat-2,282
1524866400,1524952799,Windgust-4,282
1524866400,1524952799,Windchill-0,282
1524866400,1524952799,Hail-3,282
1524866400,1524952799,Thunder-1,282
1524866400,1524952799,Tornado-1,282
1524952800,1525211999,Temp-3,283
1524952800,1525039199,Pressure-4,283
1524952800,1525211999,Humidity-2,283
1524952800,1525125599,Wind_Speed-4,283
1524952800,1525211999,Rain-3,283
1524952800,1525211999,Snow-0,283
1524952800,1525039199,Cloud-1,283
1524952800,1525211999,Feels_Like-3,283
1524952800,1525039199,TypeA-1,283
1524952800,1525211999,TypeB-0,283
1524952800,1525125599,Visibility-0,283
1524952800,1525039199,Storm-0,283
1524952800,1525039199,Precipitation-0,283
1524952800,1525039199,WindDir-3,283
1524952800,1525125599,SolarRad-0,283
1524952800,1525125599,Atmos-1,283
1524952800,1525039199,Sunshine-0,283
1524952800,1525125599,Dewpoint-4,283
1524952800,1525039199,Fog-4,283
1524952800,1525039199,Heat-0,283
1524952800,1525039199,Windgust-2,283
1524952800,1525039199,Windchill-0,283
1524952800,1525039199,Hail-4,283
1524952800,1525125599,Thunder-2,283
1524952800,1525125599,Tornado-0,283
1525039200,1525211999,Pressure-3,283
1525039200,1525125599,Cloud-2,283
1525039200,1525211999,TypeA-2,283
1525039200,1525211999,Storm-3,283
1525039200,1525211999,Precipitation-3,283
1525039200,1525211999,WindDir-0,283
1525039200,1525211999,Sunshine-1,283
1525039200,1525211999,Fog-2,283
1525039200,1525211999,Heat-2,283
1525039200,1525211999,Windgust-0,283
1525039200,1525211999,Windchill-1,283
1525039200,1525211999,Hail-3,283
1525125600,1525211999,Wind_Speed-3,283
1525125600,1525211999,Cloud-1,283
1525125600,1525211999,Visibility-2,283
1525125600,1525211999,SolarRad-1,283
1525125600,1525211999,Atmos-0,283
1525125600,1525211999,Dewpoint-2,283
1525125600,1525211999,Thunder-1,283
1525125600,1525211999,Tornado-1,283
1525212000,1525471199,Temp-3,284
1525212000,1525298399,Pressure-1,284
1525212000,1525298399,Humidity-4,284
1525212000,1525471199,Wind_Speed-4,284
1525212000,1525298399,Rain-4,284
1525212000,1525471199,Snow-0,284
1525212000,1525298399,Cloud-4,284
1525212000,1525471199,Feels_Like-3,284
1525212000,1525471199,TypeA-2,284
1525212000,1525471199,TypeB-1,284
1525212000,1525298399,Visibility-1,284
1525212000,1525298399,Storm-4,284
1525212000,1525384799,Precipitation-3,284
1525212000,1525298399,WindDir-4,284
1525212000,1525384799,SolarRad-0,284
1525212000,1525384799,Atmos-1,284
1525212000,1525298399,Sunshine-0,284
1525212000,1525384799,Dewpoint-1,284
1525212000,1525384799,Fog-3,284
1525212000,1525384799,Heat-3,284
1525212000,1525384799,Windgust-1,284
1525212000,1525298399,Windchill-0,284
1525212000,1525298399,Hail-0,284
1525212000,1525384799,Thunder-3,284
1525212000,1525384799,Tornado-0,284
1525298400,1525384799,Pressure-0,284
1525298400,1525384799,Humidity-2,284
1525298400,1525471199,Rain-3,284
1525298400,1525384799,Cloud-3,284
1525298400,1525471199,Visibility-0,284
1525298400,1525471199,Storm-1,284
1525298400,1525471199,WindDir-3,284
1525298400,1525471199,Sunshine-3,284
1525298400,1525471199,Windchill-4,284
1525298400,1525471199,Hail-4,284
1525384800,1525471199,Pressure-2,284
1525384800,1525471199,Humidity-1,284
1525384800,1525471199,Cloud-0,284
1525384800,1525471199,Precipitation-4,284
1525384800,1525471199,SolarRad-1,284
1525384800,1525471199,Atmos-0,284
1525384800,1525471199,Dewpoint-0,284
1525384800,1525471199,Fog-0,284
1525384800,1525471199,Heat-0,284
1525384800,1525471199,Windgust-3,284
1525384800,1525471199,Thunder-0,284
1525384800,1525471199,Tornado-1,284
1525471200,1525643999,Temp-3,285
1525471200,1525557599,Pressure-3,285
1525471200,1525557599,Humidity-1,285
1525471200,1525730399,Wind_Speed-4,285
1525471200,1525643999,Rain-3,285
1525471200,1525730399,Snow-0,285
1525471200,1525557599,Cloud-0,285
1525471200,1525643999,Feels_Like-3,285
1525471200,1525643999,TypeA-1,285
1525471200,1525557599,TypeB-1,285
1525471200,1525557599,Visibility-3,285
1525471200,1525557599,Storm-0,285
1525471200,1525557599,Precipitation-4,285
1525471200,1525643999,WindDir-1,285
1525471200,1525557599,SolarRad-0,285
